Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDD57,95.5094,95.2094,Fruits and Vegetables,0.037492325,18.1,1998,OUT010,0.5684722457178724,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCS41,185.1608,2388.8904,Health and Hygiene,0.053527105,12.85,1999,OUT049,0.8115974025650944,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCY41,34.0532,575.2512,Health and Hygiene,0.076164013,16.75,2007,OUT017,1.1548264214874704,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDV22,154.463,3755.112,Snack Foods,0.009995002,14.85,2007,OUT017,0.15154784967042254,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDF12,149.1076,1182.4608,Baking Goods,0.08259502,8.235,2002,OUT045,1.2523356848238294,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM13,131.3626,262.3252,Breakfast,0.063122753,6.425,1987,OUT013,0.9570901018756389,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ56,83.4908,1342.2528,Fruits and Vegetables,0.105597316,6.59,1997,OUT046,1.601104849280481,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW55,247.0092,5478.2024,Fruits and Vegetables,0.021863506,12.857645184136183,1985,OUT027,0.3315024169636366,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCT29,123.0414,4629.9732,Health and Hygiene,0.063800266,12.857645184136183,1985,OUT027,0.9673627999975358,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCX42,163.0526,1644.526,Household,0.006012413,6.36,2007,OUT017,0.09116238911012668,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDR24,89.383,1258.362,Baking Goods,0.06320719799999999,17.35,2007,OUT017,0.9583704876289801,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCS42,90.5146,729.7168,Household,0.069809115,8.6,2007,OUT017,1.0584711504455169,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDL40,96.541,2220.4429999999998,Frozen Foods,0.011660463000000001,17.7,2009,OUT018,0.17680017410817173,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD47,171.9448,3749.7856,Starchy Foods,0.142410775,7.6,1997,OUT046,2.1592838821991602,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRE03,48.7718,236.359,Dairy,0.024226902,19.6,1997,OUT046,0.3673370853028403,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCM18,61.3194,2043.3402,Household,0.082440705,12.857645184136183,1985,OUT027,1.2499959047595641,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDF52,184.2292,1641.8628,Frozen Foods,0.066918731,9.3,2002,OUT045,1.014646098692471,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCG43,91.4462,1943.4702,Household,0.07439000700000001,20.2,2002,OUT045,1.1279282983452812,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDE20,171.179,4923.590999999999,Fruits and Vegetables,0.005530516,11.35,1997,OUT046,0.08385569181155408,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDI33,90.3146,2554.0088,Snack Foods,0.028579565,16.5,2007,OUT017,0.43333374223097404,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCT06,165.0842,2320.9788,Household,0.038705317,17.1,1987,OUT013,0.5868640708788303,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY24,53.1298,808.947,Baking Goods,0.0,4.88,2004,OUT035,0.0,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDZ33,148.7076,1330.2684,Snack Foods,0.10800453199999999,10.195,2007,OUT017,1.6376039323714333,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ55,223.2404,2475.4444,Meat,0.023626808,12.8,2009,OUT018,0.3582382421710308,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDE45,180.4002,716.4008,Fruits and Vegetables,0.070660449,12.857645184136183,1985,OUT019,1.071379385686622,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDD44,258.5646,3091.9752,Fruits and Vegetables,0.078719835,8.05,2009,OUT018,1.193578722711658,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD10,178.0344,1605.9096,Snack Foods,0.046208155,20.6,2009,OUT018,0.7006248250363116,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA39,39.9822,78.5644,Meat,0.012769753,6.32,2009,OUT018,0.19361963188926098,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB36,131.2626,3410.2276,Baking Goods,0.048486800999999996,5.465,1987,OUT013,0.7351744831014234,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK52,226.2062,677.1186,Frozen Foods,0.132596101,18.25,1998,OUT010,2.0104702311447427,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDJ36,102.0332,2050.6639999999998,Baking Goods,0.128459481,14.5,1999,OUT049,1.9477492966313064,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCB55,57.5562,829.5868,Household,0.161317495,15.7,2009,OUT018,2.445954436174114,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCK18,166.9184,660.4736,Household,0.011211251,9.6,1998,OUT010,0.16998905864804975,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDX27,94.9436,1229.0668,Dairy,0.11429451199999999,20.7,1999,OUT049,1.7329748931246143,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB08,159.9578,2727.7826,Fruits and Vegetables,0.031103357,6.055,1997,OUT046,0.4716003929645522,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX43,165.05,2330.3,Fruits and Vegetables,0.08527498800000001,5.655,1997,OUT046,1.292970332779432,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA20,186.424,1304.968,Fruits and Vegetables,0.066892471,6.78,2009,OUT018,1.0142479350370415,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC04,241.3854,483.3708,Dairy,0.078764059,12.857645184136183,1985,OUT019,1.1942492630581056,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDG17,244.4486,4153.9262,Frozen Foods,0.036042938999999996,6.865,2007,OUT017,0.5464961288904404,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU58,188.4898,187.0898,Snack Foods,0.04855968,6.61,1998,OUT010,0.7362795009629638,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP24,120.9756,3877.6192,Baking Goods,0.082602127,12.857645184136183,1985,OUT027,1.2524434437384957,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCT29,121.9414,1462.0968,Health and Hygiene,0.064240743,12.6,2002,OUT045,0.9740414722158385,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDB08,160.3578,1765.0358,Fruits and Vegetables,0.031230058999999998,6.055,2009,OUT018,0.4735214946960918,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCB43,188.3898,3554.7062,Household,0.100114941,20.2,2002,OUT045,1.5179790887917004,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL09,168.8816,167.7816,Snack Foods,0.22417463,12.857645184136183,1985,OUT019,3.3990171414835735,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRK49,40.5138,446.7518,Soft Drinks,0.035943717,14.15,1997,OUT046,0.5449916888973321,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDR37,184.4292,3101.2964,Breakfast,0.06619442,16.5,1987,OUT013,1.0036638323014655,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG56,61.0536,1898.8616,Fruits and Vegetables,0.07143905099999999,13.3,2004,OUT035,1.0831848319335653,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE34,181.7634,6179.9556,Snack Foods,0.108059141,9.195,1999,OUT049,1.638431933858842,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE16,207.5954,6668.6528,Frozen Foods,0.026216144,12.857645184136183,1985,OUT027,0.3974986948326924,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT58,168.6816,1342.2528,Snack Foods,0.085938463,9.0,2004,OUT035,1.3030301816479049,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR03,207.898,3095.97,Meat,0.008734284,15.7,2004,OUT035,0.1324323855673843,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCL30,128.7336,2173.1712,Household,0.049016517,18.1,1999,OUT049,0.7432062294418462,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDT22,59.821999999999996,1677.816,Snack Foods,0.111554381,12.857645184136183,1985,OUT027,1.6914280319168562,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDP45,253.1724,5285.1204,Snack Foods,0.030672457,15.7,1999,OUT049,0.4650669306978128,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS15,107.1596,2804.3496,Meat,0.07799564099999999,9.195,1987,OUT013,1.182598230317137,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF16,146.6076,1773.6912,Frozen Foods,0.08571527300000001,12.857645184136183,1985,OUT027,1.2996460938240164,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL13,234.93,4660.6,Breakfast,0.05643278400000001,13.85,2002,OUT045,0.8556543626620013,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCV30,61.451,126.50200000000001,Household,0.066200667,20.2,2009,OUT018,1.003758551583852,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDG33,172.2764,171.7764,Seafood,0.24554262699999999,12.857645184136183,1985,OUT019,3.7230064710619004,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDO10,55.5588,1603.2464,Snack Foods,0.012751700000000001,13.65,1997,OUT046,0.19334590574792557,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ03,238.7248,2133.2232,Meat,0.07794933400000001,15.0,1987,OUT013,1.1818961067683187,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCC55,36.0848,372.848,Household,0.06402288099999999,10.695,2009,OUT018,0.9707381694626325,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDD52,109.15700000000001,1867.569,Dairy,0.182407266,12.857645184136183,1985,OUT027,2.765725202112094,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI16,54.864,319.584,Frozen Foods,0.136328794,14.0,2009,OUT018,2.067066677811771,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB44,210.0586,4221.1720000000005,Fruits and Vegetables,0.016958832,6.655,1997,OUT046,0.2571359688094061,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA25,101.199,1031.99,Canned,0.068125756,16.5,1997,OUT046,1.032947450032715,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV33,257.8304,1808.3128,Snack Foods,0.02734361,9.6,1997,OUT046,0.41459374372578045,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX47,155.8288,1099.9016,Breads,0.034658144,6.55,1999,OUT049,0.5254993642590424,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO50,89.8804,1102.5648,Canned,0.0,16.25,2007,OUT017,0.0,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV57,179.86599999999999,2696.49,Snack Foods,0.065841719,15.25,1987,OUT013,0.9983160516680443,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDB02,174.537,1235.059,Canned,0.029158762999999997,9.695,2004,OUT035,0.4421157526231089,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD16,74.7696,74.5696,Frozen Foods,0.063649582,12.857645184136183,1985,OUT019,0.9650780744737453,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDX02,225.0404,4950.8888,Dairy,0.05706009,16.0,1997,OUT046,0.8651658040189268,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP11,218.3166,435.4332,Breads,0.11566015,15.85,1998,OUT010,1.753681192365797,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDH32,98.241,2220.4429999999998,Fruits and Vegetables,0.075691713,12.857645184136183,1985,OUT027,1.1476652373877232,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCL18,193.9136,3110.6176,Household,0.167844438,18.85,1999,OUT049,2.544918315978382,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDT12,224.5062,4514.124,Baking Goods,0.049722335,6.215,2002,OUT045,0.7539080982517452,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD50,167.7132,3889.6036,Canned,0.14095631,12.857645184136183,1985,OUT027,2.1372307557294614,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCU05,80.8618,1288.9888,Health and Hygiene,0.058827557,11.8,1999,OUT049,0.8919647804686998,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDI56,90.3146,1733.0774,Fruits and Vegetables,0.093765794,7.325,2009,OUT018,1.4217110165000277,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRL11,159.2946,1893.5352,Hard Drinks,0.048092816,10.5,1999,OUT049,0.7292007394691159,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDQ08,61.9536,1225.072,Fruits and Vegetables,0.018968743,15.7,2002,OUT045,0.2876109692225054,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW20,124.973,2463.46,Fruits and Vegetables,0.024032484,12.857645184136183,1985,OUT027,0.364389248990529,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW46,63.4484,1043.9744,Snack Foods,0.070444232,13.0,2002,OUT045,1.0681010250207423,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO09,264.491,6574.775,Snack Foods,0.125469442,13.5,1999,OUT049,1.902413239581923,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRJ49,128.9652,1679.1476,Soft Drinks,0.01405025,6.865,2009,OUT018,0.21303499237237317,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDP26,103.0306,2404.2038,Dairy,0.139436695,7.785,1987,OUT013,2.1141898013027474,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDO19,46.9034,972.068,Fruits and Vegetables,0.016593506,17.7,2004,OUT035,0.25159676334164366,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCG43,93.6462,277.6386,Household,0.124261614,20.2,1998,OUT010,1.884099712864097,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDG02,189.5188,1904.1879999999999,Canned,0.011261165,7.855,1997,OUT046,0.17074587284062814,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO32,45.906000000000006,419.454,Fruits and Vegetables,0.120520818,6.36,2004,OUT035,1.827380405568739,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR34,229.4352,4809.7392,Snack Foods,0.015965308,17.0,1997,OUT046,0.24207179715681845,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU59,163.5552,1787.0072,Breads,0.09638622699999999,5.78,1997,OUT046,1.4614429731675114,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDN31,187.953,2656.542,Fruits and Vegetables,0.073029341,11.5,2002,OUT045,1.107297386373512,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT55,158.1946,6942.9624,Fruits and Vegetables,0.043443752999999995,12.857645184136183,1985,OUT027,0.6587099581133619,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDE08,147.3734,2375.5744,Fruits and Vegetables,0.049520592999999995,18.2,2009,OUT018,0.7508492127919713,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDK52,223.8062,4288.4178,Frozen Foods,0.079152918,18.25,1987,OUT013,1.2001452844170801,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW11,60.4194,990.7104,Breads,0.048741487,12.6,1987,OUT013,0.7390361247140176,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC03,195.3794,3511.4292,Dairy,0.071958197,8.575,1999,OUT049,1.0910563120958507,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR43,37.719,549.285,Fruits and Vegetables,0.162147349,18.2,2009,OUT018,2.458536983855485,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDL14,155.2972,311.5944,Canned,0.05382735,8.115,1998,OUT010,0.8161498262788962,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP39,52.4324,571.2564,Meat,0.069565759,12.65,2002,OUT045,1.0547812984070284,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDG29,40.0454,419.454,Frozen Foods,0.056019324,12.857645184136183,1985,OUT027,0.849385332008007,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRH15,41.9428,1537.9979999999998,Dairy,0.10991127199999999,8.775,1997,OUT046,1.6665146166194786,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDT11,187.7556,3755.112,Breads,0.029366813,5.94,2004,OUT035,0.44527028226941934,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDU48,131.5284,1581.9408,Baking Goods,0.055347985,18.85,2004,OUT035,0.8392062463159891,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY12,49.2008,657.8104,Baking Goods,0.0,9.8,1987,OUT013,0.0,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS44,238.3538,5528.1374,Fruits and Vegetables,0.156926608,12.65,2007,OUT017,2.3793782130782293,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCP06,149.8366,2267.049,Household,0.039405676,20.7,2009,OUT018,0.5974831683484784,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
DRH23,55.2614,718.3982,Hard Drinks,0.17017651600000003,14.65,1987,OUT013,2.580278129429515,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDA16,222.8456,7073.4592,Frozen Foods,0.033777628999999997,12.857645184136183,1985,OUT027,0.5121486760998452,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT45,55.8956,491.3604,Snack Foods,0.057546914000000005,15.85,2009,OUT018,0.8725472062805726,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDE56,61.5194,1052.6298,Fruits and Vegetables,0.16009590099999998,17.25,2007,OUT017,2.427432184365631,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA40,87.4856,263.6568,Frozen Foods,0.09983272800000001,16.0,2007,OUT017,1.5137000728096088,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA39,40.2822,628.5152,Meat,0.012717946,6.32,1997,OUT046,0.19283411534330377,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCB19,86.7882,1975.4286,Household,0.09027863400000001,6.525,2004,OUT035,1.368837430335992,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDZ34,191.882,3861.64,Starchy Foods,0.0,6.695,1987,OUT013,0.0,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV22,157.963,2816.3340000000003,Snack Foods,0.009958940999999999,14.85,2002,OUT045,0.15100107969409185,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO40,150.7392,3131.9232,Frozen Foods,0.032678839,17.1,1999,OUT049,0.4954884231314753,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDD21,115.0176,4122.6336,Fruits and Vegetables,0.0,10.3,1987,OUT013,0.0,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDO36,179.166,3056.022,Baking Goods,0.077849003,19.7,1987,OUT013,1.1803748517145143,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV34,73.5038,1478.076,Snack Foods,0.011443222,10.695,1999,OUT049,0.173506287182461,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCY18,177.1054,2626.5809999999997,Household,0.031214809,7.285,2002,OUT045,0.4732902686585709,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCM54,127.3678,3306.3628,Household,0.051146565,17.7,2009,OUT018,0.7755027906726277,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDB59,198.0084,793.6336,Snack Foods,0.015302653000000001,18.25,1999,OUT049,0.23202438142610085,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS45,106.7622,211.7244,Snack Foods,0.04937018,5.175,1998,OUT010,0.7485685962685853,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDV24,148.705,1198.44,Baking Goods,0.0,5.635,1999,OUT049,0.0,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDD46,155.5998,153.7998,Snack Foods,0.23643360100000002,6.035,1998,OUT010,3.5848921112156527,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDQ39,191.4846,3057.3536,Meat,0.081372267,14.8,2009,OUT018,1.2337958598364949,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
